#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-3B342CFC10A60D52-15DD9710BB02EE2C
#datatype	hitsFull Results
#status	0
#Start time	2026-09-19T18:34:27	Run time	0:00:02:12
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#184 - >Sjap__EWB00_002413	non-specific	270864	18	272	1.16587e-22	99.1736	cd08226	PK_STRAD_beta	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270888	19	264	1.25791e-22	98.1366	cd13986	STKc_16	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270966	23	219	1.33594e-22	97.2147	cd14064	PKc_TNNI3K	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271019	4	211	1.42165e-22	97.6276	cd14117	STKc_Aurora-B_like	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271050	23	264	1.46478e-22	97.3647	cd14148	STKc_MLK2	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270998	18	213	1.74725e-22	97.8924	cd14096	STKc_RCK1-like	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	133213	17	204	1.79187e-22	96.9743	cd05082	PTKc_Csk	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271066	23	259	1.94999e-22	96.8523	cd14164	STKc_TSSK6-like	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270833	18	274	1.95538e-22	98.0277	cd07841	STKc_CDK7	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270777	15	237	2.42274e-22	99.3432	cd05628	STKc_NDR1	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271107	17	269	3.30248e-22	97.0084	cd14205	PTKc_Jak2_rpt2	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270632	13	264	3.62188e-22	96.6882	cd05036	PTKc_ALK_LTK	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271064	23	213	4.68169e-22	95.8269	cd14162	STKc_TSSK4-like	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270741	23	210	4.8132e-22	97.3712	cd05589	STKc_PKN	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271048	23	264	5.34793e-22	95.8748	cd14146	STKc_MLK4	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270849	18	267	5.36602e-22	97.0001	cd07866	STKc_BUR1	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270759	23	256	5.90893e-22	96.4892	cd05608	STKc_GRK1	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270667	22	264	6.82187e-22	95.3827	cd05084	PTKc_Fes	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270742	23	211	8.36972e-22	96.5148	cd05590	STKc_nPKC_eta	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270902	23	259	8.6324e-22	95.7589	cd14000	STKc_LRRK	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270950	18	204	8.72857e-22	95.7112	cd14048	STKc_EIF2AK3_PERK	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271049	23	264	1.01651e-21	95.0961	cd14147	STKc_MLK3	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270748	15	210	1.15765e-21	96.2623	cd05597	STKc_DMPK_like	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270768	17	267	1.40441e-21	96.6289	cd05617	STKc_aPKC_zeta	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270760	18	210	1.4675e-21	95.1651	cd05609	STKc_MAST	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271009	16	267	1.63084e-21	94.1862	cd14107	STKc_obscurin_rpt1	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270746	9	256	1.85598e-21	96.2516	cd05594	STKc_PKB_alpha	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270630	22	262	2.91279e-21	93.5012	cd05034	PTKc_Src_like	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271047	3	263	3.05785e-21	93.9534	cd14145	STKc_MLK1	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270848	18	204	3.18315e-21	94.7433	cd07865	STKc_CDK9	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	143384	20	208	3.19063e-21	95.3542	cd07879	STKc_p38delta	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270629	23	210	3.64629e-21	93.5909	cd05033	PTKc_EphR	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	173616	1	217	3.88858e-21	95.047	PTZ00426	PTZ00426	C	cl31769
Q#184 - >Sjap__EWB00_002413	superfamily	173616	1	217	3.88858e-21	95.047	cl31769	PTZ00426 superfamily	C	 - 
Q#184 - >Sjap__EWB00_002413	non-specific	270745	23	256	4.19717e-21	95.1478	cd05593	STKc_PKB_gamma	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271096	18	268	5.54252e-21	93.1599	cd14194	STKc_DAPK1	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271013	13	258	5.82709e-21	92.5784	cd14111	STKc_SPEG_rpt2	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270758	23	213	6.19461e-21	93.4304	cd05607	STKc_GRK7	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271067	23	213	7.1954e-21	92.5365	cd14165	STKc_TSSK1_2-like	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270951	20	266	8.28965e-21	92.956	cd14049	STKc_EIF2AK1_HRI	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270984	23	227	9.78821e-21	92.0904	cd14082	STKc_PKD	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270939	17	258	1.03374e-20	92.346	cd14037	STKc_NAK_like	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271098	15	213	1.31995e-20	91.9417	cd14196	STKc_DAPK2	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271008	23	264	1.33091e-20	92.0287	cd14106	STKc_DRAK	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271100	22	263	1.40301e-20	91.9075	cd14198	STKc_DRAK2	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270754	23	211	1.48664e-20	93.1098	cd05603	STKc_SGK2	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	133248	13	262	1.492e-20	91.7271	cd05148	PTKc_Srm_Brk	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270907	18	264	1.51069e-20	91.5293	cd14005	STKc_PIM	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270953	15	264	1.86447e-20	91.6963	cd14051	PTKc_Wee1	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270841	18	268	1.89085e-20	93.0062	cd07852	STKc_MAPK15-like	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270738	23	256	2.29931e-20	92.6331	cd05586	STKc_Sck1_like	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271015	14	268	2.92361e-20	90.8045	cd14113	STKc_Trio_C	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270958	23	259	3.18857e-20	91.1796	cd14056	STKc_TGFbR_I	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271057	23	265	3.40372e-20	90.2274	cd14155	PKc_TESK	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271080	18	270	3.69465e-20	91.2291	cd14178	STKc_RSK3_C	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270655	13	258	3.85716e-20	90.8981	cd05070	PTKc_Fyn	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	173720	23	211	3.96085e-20	90.8223	cd05631	STKc_GRK4	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270668	23	199	4.18143e-20	90.0651	cd05085	PTKc_Fer	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270679	23	264	4.19234e-20	91.6151	cd05101	PTKc_FGFR2	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270653	13	262	4.55761e-20	90.1585	cd05068	PTKc_Frk_like	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270652	13	270	4.75856e-20	90.331	cd05067	PTKc_Lck_Blk	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270761	12	264	4.8453e-20	91.8644	cd05610	STKc_MASTL	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270825	19	267	4.87179e-20	90.4089	cd07831	STKc_MOK	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271077	23	287	5.67149e-20	90.4714	cd14175	STKc_RSK1_C	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271016	18	259	5.79847e-20	89.9504	cd14114	STKc_Twitchin_like	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270756	23	210	8.04976e-20	90.1072	cd05605	STKc_GRK4_like	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270727	23	256	9.86716e-20	90.454	cd05575	STKc_SGK	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270678	23	264	9.94907e-20	90.0712	cd05098	PTKc_FGFR1	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271087	18	264	1.02275e-19	89.2369	cd14185	STKc_DCKL3	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271068	23	268	1.20375e-19	89.6665	cd14166	STKc_CaMKI_gamma	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	173652	23	264	1.21937e-19	90.4652	cd05100	PTKc_FGFR3	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270892	23	267	1.38867e-19	89.3003	cd13990	STKc_TLK	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271086	23	211	1.44987e-19	88.5502	cd14184	STKc_DCKL2	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270778	23	210	1.51448e-19	90.6786	cd05629	STKc_NDR_like_fungal	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270977	43	268	1.55514e-19	88.5489	cd14075	STKc_NIM1	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271095	23	211	1.63258e-19	88.4321	cd14193	STKc_MLCK4	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271069	23	268	1.80338e-19	88.546	cd14167	STKc_CaMKI_alpha	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271058	23	269	1.80536e-19	88.3448	cd14156	PKc_LIMK_like_unk	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	133243	13	263	1.92843e-19	88.0832	cd05112	PTKc_Itk	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271007	18	213	1.93516e-19	88.6983	cd14105	STKc_DAPK	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	173502	18	273	2.05761e-19	92.8779	PTZ00266	PTZ00266	C	cl31758
Q#184 - >Sjap__EWB00_002413	superfamily	173502	18	273	2.05761e-19	92.8779	cl31758	PTZ00266 superfamily	C	 - 
Q#184 - >Sjap__EWB00_002413	non-specific	270766	23	211	2.39152e-19	89.671	cd05615	STKc_cPKC_alpha	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270685	13	265	2.74469e-19	87.9948	cd05114	PTKc_Tec_Rlk	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270664	17	263	3.15266e-19	88.418	cd05080	PTKc_Tyk2_rpt2	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271053	5	263	3.27326e-19	88.1943	cd14151	STKc_B-Raf	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270735	23	256	3.61034e-19	87.834	cd05583	STKc_MSK_N	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271112	18	268	3.97069e-19	88.3703	cd14210	PKc_DYRK	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	173638	23	214	4.25766e-19	87.6177	cd05065	PTKc_EphR_B	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270994	23	210	4.4646e-19	88.1259	cd14092	STKc_MSK_C	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270965	17	265	4.60672e-19	87.4046	cd14063	PK_KSR	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270769	2	256	4.9515e-19	88.9362	cd05618	STKc_aPKC_iota	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270780	23	211	5.3334e-19	88.1049	cd05632	STKc_GRK5	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270755	23	256	5.48684e-19	88.481	cd05604	STKc_SGK3	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271079	14	213	5.80462e-19	87.7631	cd14177	STKc_RSK4_C	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271093	14	264	6.17153e-19	86.9819	cd14191	STKc_MLCK1	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270773	15	211	6.50957e-19	89.3041	cd05623	STKc_MRCK_alpha	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270640	23	265	7.70452e-19	86.7018	cd05044	PTKc_c-ros	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270853	22	253	7.81141e-19	87.3724	cd07871	STKc_PCTAIRE3	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271132	18	213	8.22634e-19	86.3617	cd14662	STKc_SnRK2	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271097	22	269	8.71062e-19	86.5955	cd14195	STKc_DAPK3	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270985	23	213	9.42942e-19	86.2717	cd14083	STKc_CaMKI	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271092	23	264	9.44595e-19	86.512	cd14190	STKc_MLCK2	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270648	17	272	1.00321e-18	86.6998	cd05057	PTKc_EGFR_like	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270979	18	268	1.39512e-18	85.9619	cd14077	STKc_Kin1_2	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270666	22	266	1.4055e-18	85.6953	cd05083	PTKc_Chk	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270779	23	211	1.5341e-18	86.2304	cd05630	STKc_GRK6	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271078	18	213	1.67979e-18	86.9979	cd14176	STKc_RSK2_C	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270980	23	199	1.76671e-18	85.5122	cd14078	STKc_MELK	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	173715	20	256	1.79964e-18	87.7597	cd05626	STKc_LATS2	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270774	17	211	1.80797e-18	88.1421	cd05624	STKc_MRCK_beta	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270734	23	256	1.87018e-18	86.6854	cd05582	STKc_RSK_N	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270739	23	210	1.92321e-18	86.6772	cd05587	STKc_cPKC	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270854	22	209	2.02023e-18	86.2098	cd07873	STKc_PCTAIRE1	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	173644	17	264	2.096e-18	85.7511	cd05079	PTKc_Jak1_rpt2	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271094	23	268	2.2082e-18	85.399	cd14192	STKc_MLCK3	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	133178	13	264	2.30249e-18	85.5938	cd05046	PTK_CCK4	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271099	22	264	2.38752e-18	85.372	cd14197	STKc_DRAK1	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270767	23	211	2.44797e-18	86.2064	cd05616	STKc_cPKC_beta	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270830	15	264	2.51865e-18	85.657	cd07837	STKc_CdkB_plant	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271061	23	211	2.6878e-18	85.6474	cd14159	STKc_IRAK1	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270890	23	210	2.7841e-18	86.0058	cd13988	STKc_TBK1	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270927	22	258	2.92662e-18	84.8532	cd14025	STKc_RIP4_like	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270987	14	213	3.48579e-18	85.2621	cd14085	STKc_CaMKIV	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270941	23	216	3.48634e-18	85.3542	cd14039	STKc_IKK_alpha	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270645	22	205	3.50261e-18	84.7801	cd05052	PTKc_Abl	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	143356	8	209	3.50737e-18	86.1933	cd07851	STKc_p38	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270954	23	205	3.52846e-18	85.166	cd14052	PTKc_Wee1_fungi	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270852	22	263	3.7501e-18	85.0128	cd07870	STKc_PFTAIRE2	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270914	87	267	4.13731e-18	84.3335	cd14012	PK_eIF2AK_GCN2_rpt1	N	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	133186	13	265	4.66084e-18	85.2296	cd05055	PTKc_PDGFR	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	143374	18	227	4.85443e-18	85.1296	cd07869	STKc_PFTAIRE1	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270641	23	263	5.18957e-18	84.3219	cd05047	PTKc_Tie	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270900	24	259	5.44925e-18	84.7977	cd13998	STKc_TGFbR-like	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270753	23	211	5.70273e-18	85.4535	cd05602	STKc_SGK1	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271051	14	273	5.762e-18	84.6977	cd14149	STKc_C-Raf	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271070	15	213	5.8602e-18	84.714	cd14168	STKc_CaMKI_delta	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270903	22	264	6.31729e-18	84.3733	cd14001	PKc_TOPK	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	133194	23	229	6.9071e-18	83.8698	cd05063	PTKc_EphR_A2	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271044	23	259	7.79795e-18	84.414	cd14142	STKc_ACVR1_ALK1	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	143377	22	209	7.84233e-18	84.6583	cd07872	STKc_PCTAIRE2	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270835	20	209	1.0336e-17	83.9696	cd07844	STKc_PCTAIRE_like	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270684	1	272	1.07814e-17	83.5352	cd05109	PTKc_HER2	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271135	18	213	1.15107e-17	83.111	cd14665	STKc_SnRK2-3	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271083	23	267	1.44165e-17	83.0963	cd14181	STKc_PhKG2	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271017	23	264	1.5127e-17	82.7008	cd14115	STKc_Kalirin_C	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270651	23	210	1.52514e-17	82.992	cd05066	PTKc_EphR_A	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270838	17	229	1.63349e-17	83.1215	cd07848	STKc_CDKL5	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271085	57	211	1.82904e-17	82.7352	cd14183	STKc_DCKL1	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270972	22	268	1.96103e-17	82.5576	cd14070	STKc_HUNK	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270842	18	268	1.96371e-17	83.9545	cd07855	STKc_ERK5	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270894	25	259	1.97019e-17	82.4379	cd13992	PK_GC	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270658	13	258	2.0361e-17	82.3814	cd05073	PTKc_Hck	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271071	14	268	2.8748e-17	82.2457	cd14169	STKc_CaMKI_beta	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270656	13	258	2.91745e-17	82.4275	cd05071	PTKc_Src	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270764	17	211	3.24656e-17	82.3557	cd05613	STKc_MSK1_N	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270775	20	217	3.49766e-17	83.5577	cd05625	STKc_LATS1	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271038	18	268	3.89154e-17	82.6242	cd14136	STKc_SRPK	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	468045	87	264	4.02128e-17	84.8466	NF033483	PknB_PASTA_kin	C	cl41276
Q#184 - >Sjap__EWB00_002413	superfamily	468045	87	264	4.02128e-17	84.8466	cl41276	PknB_PASTA_kin superfamily	C	 - 
Q#184 - >Sjap__EWB00_002413	non-specific	177649	22	209	4.32756e-17	82.1732	PLN00009	PLN00009	C	cl31825
Q#184 - >Sjap__EWB00_002413	superfamily	177649	22	209	4.32756e-17	82.1732	cl31825	PLN00009 superfamily	C	 - 
Q#184 - >Sjap__EWB00_002413	non-specific	271081	23	211	4.41532e-17	82.3952	cd14179	STKc_MSK1_C	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	143385	8	209	4.87554e-17	82.6919	cd07880	STKc_p38gamma	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271105	22	258	5.5369e-17	80.7309	cd14203	PTKc_Src_Fyn_like	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270921	15	267	5.58241e-17	80.7288	cd14019	STKc_Cdc7	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271082	23	211	6.3533e-17	81.8411	cd14180	STKc_MSK2_C	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270940	22	218	7.87162e-17	81.162	cd14038	STKc_IKK_beta	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270631	23	262	7.90973e-17	81.0415	cd05035	PTKc_TAM	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271052	17	265	8.17073e-17	80.8313	cd14150	STKc_A-Raf	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270654	13	258	9.09628e-17	80.886	cd05069	PTKc_Yes	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270834	18	210	9.42881e-17	81.5625	cd07842	STKc_CDK8_like	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	173637	13	263	9.44035e-17	80.1847	cd05059	PTKc_Tec_like	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271012	22	268	1.0554e-16	80.3473	cd14110	STKc_obscurin_rpt2	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	173750	18	209	1.35072e-16	81.2963	cd07857	STKc_MPK1	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270995	23	267	1.6861e-16	80.0904	cd14093	STKc_PhKG	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271084	23	269	1.86582e-16	79.959	cd14182	STKc_PhKG1	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270938	17	264	2.14443e-16	79.861	cd14036	STKc_GAK	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	173657	17	265	2.51126e-16	79.1536	cd05113	PTKc_Btk_Bmx	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271010	22	212	2.62235e-16	79.1758	cd14108	STKc_SPEG_rpt1	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271134	23	210	4.73872e-16	78.6914	cd14664	STK_BAK1_like	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	173656	23	272	6.89847e-16	78.4587	cd05111	PTK_HER3	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270683	23	341	8.59423e-16	78.5257	cd05108	PTKc_EGFR	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271040	22	264	9.24261e-16	77.7557	cd14138	PTKc_Wee1a	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270919	18	214	9.3041e-16	77.6832	cd14017	STKc_TTBK	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270976	23	223	9.39704e-16	77.4532	cd14074	STKc_SNRK	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270740	23	214	1.2186e-15	78.2311	cd05588	STKc_aPKC	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271046	22	259	1.53716e-15	77.5169	cd14144	STKc_BMPR1	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271114	18	209	1.59422e-15	78.0607	cd14212	PKc_YAK1	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	240233	23	209	1.72248e-15	77.8789	PTZ00024	PTZ00024	C	cl36498
Q#184 - >Sjap__EWB00_002413	superfamily	240233	23	209	1.72248e-15	77.8789	cl36498	PTZ00024 superfamily	C	 - 
Q#184 - >Sjap__EWB00_002413	non-specific	270957	23	260	2.58684e-15	76.6467	cd14055	STKc_TGFbR2_like	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271036	18	215	2.65713e-15	77.2202	cd14134	PKc_CLK	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270928	23	258	2.72858e-15	76.4951	cd14026	STKc_RIP2	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270840	23	208	2.91036e-15	77.4544	cd07850	STKc_JNK	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	143359	23	223	3.49787e-15	77.1266	cd07854	STKc_MAPK4_6	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270659	23	269	3.99756e-15	76.1097	cd05074	PTKc_Tyro3	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270970	23	260	4.80869e-15	75.3734	cd14068	STKc_LRRK2	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270843	23	209	5.62983e-15	76.4569	cd07856	STKc_Sty1_Hog1	C	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	271011	23	258	6.07489e-15	74.8554	cd14109	PK_Unc-89_rpt1	 - 	cl21453
Q#184 - >Sjap__EWB00_002413	non-specific	270992	23	210	7.10016e-15	75.5291	cd14090	STKc_Mnk	C	cl21453
