Orthogroup	Cele	Dmel	Hsap	Mmus	Shae	Sjap	Sman	Xlae	Matched_candidates
OG0002291	Cele__WBGene00021758	Dmel__GeneID_34963	Hsap__GeneID_2764, Hsap__GeneID_9535	Mmus__GeneID_100040018, Mmus__GeneID_63985, Mmus__GeneID_63986	Shae__MS3_00006566		Sman__Smp_328200	Xlae__GeneID_108700478, Xlae__GeneID_414456, Xlae__GeneID_447077, Xlae__GeneID_495362	Shae__MS3_00006566, Sman__Smp_328200
OG0002418	Cele__WBGene00012929, Cele__WBGene00044281	Dmel__GeneID_38654	Hsap__GeneID_6198, Hsap__GeneID_6199	Mmus__GeneID_58988, Mmus__GeneID_72508	Shae__MS3_00007109	Sjap__EWB00_005166	Sman__Smp_179070	Xlae__GeneID_394276, Xlae__GeneID_394347	Shae__MS3_00007109, Sjap__EWB00_005166, Sman__Smp_179070
OG0002422	Cele__WBGene00004727	Dmel__GeneID_40165	Hsap__GeneID_11329, Hsap__GeneID_23012	Mmus__GeneID_106504, Mmus__GeneID_232533	Shae__MS3_00006767	Sjap__EWB00_005385	Sman__Smp_103570	Xlae__GeneID_108710710, Xlae__GeneID_380110, Xlae__GeneID_414693	Shae__MS3_00006767, Sjap__EWB00_005385, Sman__Smp_103570
OG0002426		Dmel__GeneID_33253	Hsap__GeneID_5593	Mmus__GeneID_19092	Shae__MS3_00004405, Shae__MS3_00008757	Sjap__EWB00_006936, Sjap__EWB00_008484	Sman__Smp_123290, Sman__Smp_151100	Xlae__GeneID_108696263, Xlae__GeneID_108697216, Xlae__GeneID_444025	Shae__MS3_00004405
OG0002448	Cele__WBGene00003150	Dmel__GeneID_3885567	Hsap__GeneID_8444, Hsap__GeneID_8445	Mmus__GeneID_226419, Mmus__GeneID_69181	Shae__MS3_00005586		Sman__Smp_141230	Xlae__GeneID_108709487, Xlae__GeneID_108711086, Xlae__GeneID_108713158, Xlae__GeneID_496058	Shae__MS3_00005586, Sman__Smp_141230
OG0002453		Dmel__GeneID_31248	Hsap__GeneID_2931, Hsap__GeneID_2932	Mmus__GeneID_56637, Mmus__GeneID_606496	Shae__MS3_00001662	Sjap__EWB00_004368	Sman__Smp_008260	Xlae__GeneID_100189575, Xlae__GeneID_398338, Xlae__GeneID_399097, Xlae__GeneID_779056	Shae__MS3_00001662, Sjap__EWB00_004368, Sman__Smp_008260
OG0002465	Cele__WBGene00000410	Dmel__GeneID_37586	Hsap__GeneID_1025	Mmus__GeneID_107951	Shae__MS3_00002534, Shae__MS3_00003544	Sjap__EWB00_009480, Sjap__EWB00_010219	Sman__Smp_003000, Sman__Smp_094760	Xlae__GeneID_380229, Xlae__GeneID_735101	Shae__MS3_00002534, Shae__MS3_00003544, Sjap__EWB00_009480, Sjap__EWB00_010219, Sman__Smp_003000, Sman__Smp_094760
OG0002474	Cele__WBGene00000812	Dmel__GeneID_41398	Hsap__GeneID_1445, Hsap__GeneID_4145	Mmus__GeneID_12988, Mmus__GeneID_17179	Shae__MS3_00009653	Sjap__EWB00_005849	Sman__Smp_125360	Xlae__GeneID_121399356, Xlae__GeneID_373593, Xlae__GeneID_378532	Shae__MS3_00009653, Sjap__EWB00_005849, Sman__Smp_125360
OG0002477	Cele__WBGene00000917	Dmel__GeneID_39210	Hsap__GeneID_57037	Mmus__GeneID_217473	Shae__MS3_00008061	Sjap__EWB00_010111	Sman__Smp_012740	Xlae__GeneID_108719915, Xlae__GeneID_121394544, Xlae__GeneID_121394551, Xlae__GeneID_121394552, Xlae__GeneID_121394553	Shae__MS3_00008061, Sman__Smp_012740
OG0002533	Cele__WBGene00007135	Dmel__GeneID_40385	Hsap__GeneID_51755, Hsap__GeneID_8621	Mmus__GeneID_69131, Mmus__GeneID_69562	Shae__MS3_00005382	Sjap__EWB00_010404	Sman__Smp_007510	Xlae__GeneID_108700780, Xlae__GeneID_108702496, Xlae__GeneID_108719018	Shae__MS3_00005382
OG0002667	Cele__WBGene00021753	Dmel__GeneID_32120	Hsap__GeneID_5260, Hsap__GeneID_5261	Mmus__GeneID_18682, Mmus__GeneID_68961	Shae__MS3_00001786	Sjap__EWB00_001091	Sman__Smp_098840	Xlae__GeneID_108708334, Xlae__GeneID_373780, Xlae__GeneID_496328	Shae__MS3_00001786, Sjap__EWB00_001091, Sman__Smp_098840
OG0002682	Cele__WBGene00022774	Dmel__GeneID_36956	Hsap__GeneID_51412, Hsap__GeneID_86	Mmus__GeneID_56456, Mmus__GeneID_83766	Shae__MS3_00008174	Sjap__EWB00_001618	Sman__Smp_063040	Xlae__GeneID_108703569, Xlae__GeneID_108717002, Xlae__GeneID_380143	Shae__MS3_00008174, Sjap__EWB00_001618, Sman__Smp_063040
OG0002696		Dmel__GeneID_32207	Hsap__GeneID_3984, Hsap__GeneID_3985	Mmus__GeneID_16885, Mmus__GeneID_16886	Shae__MS3_00006076	Sjap__EWB00_002531	Sman__Smp_047870	Xlae__GeneID_108705108, Xlae__GeneID_108709319, Xlae__GeneID_397696, Xlae__GeneID_398298	Shae__MS3_00006076, Sjap__EWB00_002531, Sman__Smp_047870
OG0002778	Cele__WBGene00013168	Dmel__GeneID_41566	Hsap__GeneID_10120, Hsap__GeneID_10121	Mmus__GeneID_226977, Mmus__GeneID_54130	Shae__MS3_00004774	Sjap__EWB00_008857	Sman__Smp_072870	Xlae__GeneID_108697423, Xlae__GeneID_446316	Shae__MS3_00004774, Sjap__EWB00_008857, Sman__Smp_072870
OG0002779		Dmel__GeneID_36879	Hsap__GeneID_139741, Hsap__GeneID_140625, Hsap__GeneID_84517	Mmus__GeneID_73353, Mmus__GeneID_76652	Shae__MS3_00008744, Shae__MS3_00008746	Sjap__EWB00_007517	Sman__Smp_202970, Sman__Smp_203130		Shae__MS3_00008744, Shae__MS3_00008746, Sjap__EWB00_007517, Sman__Smp_202970, Sman__Smp_203130
OG0002810		Dmel__GeneID_44817	Hsap__GeneID_5592	Mmus__GeneID_19091	Shae__MS3_00004279, Shae__MS3_00008685	Sjap__EWB00_000320, Sjap__EWB00_005435	Sman__Smp_078230, Sman__Smp_168670	Xlae__GeneID_108696071, Xlae__GeneID_108697357	Shae__MS3_00008685, Sjap__EWB00_000320, Sman__Smp_078230
OG0002841	Cele__WBGene00000199	Dmel__GeneID_38898	Hsap__GeneID_10096, Hsap__GeneID_57180	Mmus__GeneID_242894, Mmus__GeneID_74117	Shae__MS3_00011163	Sjap__EWB00_007426	Sman__Smp_210740	Xlae__GeneID_108701232, Xlae__GeneID_380084	Shae__MS3_00011163, Sjap__EWB00_007426, Sman__Smp_210740
OG0002878	Cele__WBGene00003007	Dmel__GeneID_35207, Dmel__GeneID_36436, Dmel__GeneID_44355	Hsap__GeneID_6259	Mmus__GeneID_20187	Shae__MS3_00006556	Sjap__EWB00_007221	Sman__Smp_344780	Xlae__GeneID_444707, Xlae__GeneID_734495	Shae__MS3_00006556, Sjap__EWB00_007221, Sman__Smp_344780
OG0002880	Cele__WBGene00003048	Dmel__GeneID_38890	Hsap__GeneID_51701	Mmus__GeneID_18099	Shae__MS3_00005021	Sjap__EWB00_007959	Sman__Smp_074080	Xlae__GeneID_108703801, Xlae__GeneID_108709347, Xlae__GeneID_398295, Xlae__GeneID_414522	Shae__MS3_00005021, Sjap__EWB00_007959, Sman__Smp_074080
OG0002882	Cele__WBGene00003186	Dmel__GeneID_31872	Hsap__GeneID_5604, Hsap__GeneID_5605	Mmus__GeneID_26395, Mmus__GeneID_26396	Shae__MS3_00004657	Sjap__EWB00_002386	Sman__Smp_026510	Xlae__GeneID_108712802, Xlae__GeneID_379991	Shae__MS3_00004657, Sjap__EWB00_002386, Sman__Smp_026510
OG0003193	Cele__WBGene00005078	Dmel__GeneID_35524	Hsap__GeneID_2444	Mmus__GeneID_14302	Shae__MS3_00001808, Shae__MS3_00004068	Sjap__EWB00_003104	Sman__Smp_212730	Xlae__GeneID_108716819, Xlae__GeneID_108717930	Shae__MS3_00004068, Sjap__EWB00_003104, Sman__Smp_212730
OG0003202	Cele__WBGene00008956		Hsap__GeneID_10783, Hsap__GeneID_140609	Mmus__GeneID_59125, Mmus__GeneID_59126	Shae__MS3_00003724	Sjap__EWB00_008035	Sman__Smp_097940	Xlae__GeneID_100036860, Xlae__GeneID_414882	Shae__MS3_00003724, Sjap__EWB00_008035, Sman__Smp_097940
OG0003204		Dmel__GeneID_32097	Hsap__GeneID_9262, Hsap__GeneID_9263	Mmus__GeneID_98267		Sjap__EWB00_011320	Sman__Smp_018290	Xlae__GeneID_100037118, Xlae__GeneID_100049105, Xlae__GeneID_108700745, Xlae__GeneID_734454	Sjap__EWB00_011320
OG0003217	Cele__WBGene00002202	Dmel__GeneID_32221	Hsap__GeneID_122011, Hsap__GeneID_1452	Mmus__GeneID_93687	Shae__MS3_00007981	Sjap__EWB00_002781	Sman__Smp_067810	Xlae__GeneID_379624, Xlae__GeneID_380238	Sjap__EWB00_002781
OG0003225	Cele__WBGene00003368, Cele__WBGene00012162	Dmel__GeneID_41020	Hsap__GeneID_6416	Mmus__GeneID_26398	Shae__MS3_00008971	Sjap__EWB00_001343	Sman__Smp_086690	Xlae__GeneID_399471, Xlae__GeneID_431908	Shae__MS3_00008971, Sjap__EWB00_001343, Sman__Smp_086690
OG0003750	Cele__WBGene00017950	Dmel__GeneID_45970	Hsap__GeneID_124923	Mmus__GeneID_216976	Shae__MS3_00008673	Sjap__EWB00_008993	Sman__Smp_085690, Sman__Smp_085700	Xlae__GeneID_108707957	Shae__MS3_00008673, Sjap__EWB00_008993, Sman__Smp_085690
OG0003844	Cele__WBGene00000200	Dmel__GeneID_32623	Hsap__GeneID_10097	Mmus__GeneID_66713	Shae__MS3_00010803	Sjap__EWB00_010647	Sman__Smp_101290	Xlae__GeneID_443741, Xlae__GeneID_734239	Shae__MS3_00010803, Sjap__EWB00_010647, Sman__Smp_101290
OG0003862	Cele__WBGene00000499, Cele__WBGene00011612	Dmel__GeneID_35288	Hsap__GeneID_11200	Mmus__GeneID_50883	Shae__MS3_00007174	Sjap__EWB00_003470	Sman__Smp_171370	Xlae__GeneID_398179	Shae__MS3_00007174, Sjap__EWB00_003470, Sman__Smp_171370
OG0003976	Cele__WBGene00003931	Dmel__GeneID_53573	Hsap__GeneID_3611	Mmus__GeneID_16202	Shae__MS3_00005632	Sjap__EWB00_010398	Sman__Smp_079760	Xlae__GeneID_444414, Xlae__GeneID_446640	Shae__MS3_00005632, Sjap__EWB00_010398, Sman__Smp_079760
OG0004237	Cele__WBGene00009867	Dmel__GeneID_33284	Hsap__GeneID_167359	Mmus__GeneID_245269	Shae__MS3_00004076	Sjap__EWB00_003114	Sman__Smp_094190	Xlae__GeneID_108707299, Xlae__GeneID_108718398	Shae__MS3_00004076, Sjap__EWB00_003114, Sman__Smp_094190
OG0004470	Cele__WBGene00016793	Dmel__GeneID_32969	Hsap__GeneID_55860	Mmus__GeneID_56444	Shae__MS3_00007430	Sjap__EWB00_006002	Sman__Smp_093230	Xlae__GeneID_444368, Xlae__GeneID_495357	Shae__MS3_00007430, Sjap__EWB00_006002, Sman__Smp_093230
OG0004739		Dmel__GeneID_34326	Hsap__GeneID_57763, Hsap__GeneID_8625	Mmus__GeneID_19727, Mmus__GeneID_68558		Sjap__EWB00_009117	Sman__Smp_309860	Xlae__GeneID_431881, Xlae__GeneID_734461	Sjap__EWB00_009117, Sman__Smp_309860
OG0004902	Cele__WBGene00018569	Dmel__GeneID_39733	Hsap__GeneID_5613	Mmus__GeneID_19108	Shae__MS3_00004156	Sjap__EWB00_000085	Sman__Smp_194610	Xlae__GeneID_108707975	Sman__Smp_194610
OG0004907	Cele__WBGene00000407	Dmel__GeneID_36727	Hsap__GeneID_1020	Mmus__GeneID_12568	Shae__MS3_00008566	Sjap__EWB00_004629	Sman__Smp_073340	Xlae__GeneID_399296	Shae__MS3_00008566, Sjap__EWB00_004629, Sman__Smp_073340
OG0004909		Dmel__GeneID_32188			Shae__MS3_00003290, Shae__MS3_00003485	Sjap__EWB00_000422, Sjap__EWB00_000811	Sman__Smp_194270, Sman__Smp_201220, Sman__Smp_335710		Shae__MS3_00003290, Sjap__EWB00_000422, Sjap__EWB00_000811, Sman__Smp_194270
OG0005046	Cele__WBGene00000942	Dmel__GeneID_31201	Hsap__GeneID_7414	Mmus__GeneID_22330	Shae__MS3_00007047	Sjap__EWB00_003565	Sman__Smp_246050	Xlae__GeneID_373770	Shae__MS3_00007047, Sjap__EWB00_003565, Sman__Smp_246050
OG0005108	Cele__WBGene00003965	Dmel__GeneID_38017	Hsap__GeneID_5170	Mmus__GeneID_18607		Sjap__EWB00_000516	Sman__Smp_094250	Xlae__GeneID_108703133, Xlae__GeneID_444529	Sjap__EWB00_000516, Sman__Smp_094250
OG0005197	Cele__WBGene00007434	Dmel__GeneID_32514	Hsap__GeneID_64431	Mmus__GeneID_67019	Shae__MS3_00007700	Sjap__EWB00_001408	Sman__Smp_135570	Xlae__GeneID_100037212	Shae__MS3_00007700, Sjap__EWB00_001408, Sman__Smp_135570
OG0005219	Cele__WBGene00007985, Cele__WBGene00017831	Dmel__GeneID_34874	Hsap__GeneID_54851	Mmus__GeneID_56503	Shae__MS3_00009134	Sjap__EWB00_001670	Sman__Smp_069840		Shae__MS3_00009134
OG0005855		Dmel__GeneID_42173	Hsap__GeneID_79913	Mmus__GeneID_109275	Shae__MS3_00009097	Sjap__EWB00_009305, Sjap__EWB00_010907	Sman__Smp_125790	Xlae__GeneID_443572	Sjap__EWB00_009305, Sman__Smp_125790
OG0005941			Hsap__GeneID_338699	Mmus__GeneID_73845	Shae__MS3_00001158, Shae__MS3_00008251	Sjap__EWB00_009157	Sman__Smp_077820, Sman__Smp_079420	Xlae__GeneID_100101286	Shae__MS3_00008251
OG0006026			Hsap__GeneID_6787	Mmus__GeneID_23955	Shae__MS3_00010678	Sjap__EWB00_008932	Sman__Smp_346490	Xlae__GeneID_108698255, Xlae__GeneID_414527	Sjap__EWB00_008932
OG0006027	Cele__WBGene00017033		Hsap__GeneID_152110	Mmus__GeneID_674895	Shae__MS3_00001622	Sjap__EWB00_004325	Sman__Smp_009800	Xlae__GeneID_108718926	Shae__MS3_00001622, Sjap__EWB00_004325, Sman__Smp_009800
OG0006090	Cele__WBGene00000408	Dmel__GeneID_31441	Hsap__GeneID_1022	Mmus__GeneID_12572		Sjap__EWB00_006602	Sman__Smp_150040	Xlae__GeneID_399461	Sjap__EWB00_006602, Sman__Smp_150040
OG0006302	Cele__WBGene00021012		Hsap__GeneID_9833	Mmus__GeneID_17279	Shae__MS3_00007449	Sjap__EWB00_001416	Sman__Smp_247600	Xlae__GeneID_397927	Shae__MS3_00007449, Sman__Smp_247600
OG0006365		Dmel__GeneID_32498	Hsap__GeneID_8646	Mmus__GeneID_12667		Sjap__EWB00_010449		Xlae__GeneID_108716188, Xlae__GeneID_108716939, Xlae__GeneID_398045	Sjap__EWB00_010449
OG0006409		Dmel__GeneID_36051	Hsap__GeneID_8558	Mmus__GeneID_234854	Shae__MS3_00002179	Sjap__EWB00_003234	Sman__Smp_103950	Xlae__GeneID_100036925	Sman__Smp_103950
OG0006462		Dmel__GeneID_41112	Hsap__GeneID_25989	Mmus__GeneID_71742	Shae__MS3_00007688	Sjap__EWB00_001391	Sman__Smp_145190	Xlae__GeneID_734568	Shae__MS3_00007688, Sjap__EWB00_001391, Sman__Smp_145190
OG0006689	Cele__WBGene00006876	Dmel__GeneID_36542			Shae__MS3_00010478	Sjap__EWB00_005430, Sjap__EWB00_005432	Sman__Smp_315810		Shae__MS3_00010478, Sman__Smp_315810
OG0006997		Dmel__GeneID_32769	Hsap__GeneID_93973	Mmus__GeneID_56249	Shae__MS3_00007411		Sman__Smp_313640	Xlae__GeneID_380417	Shae__MS3_00007411, Sman__Smp_313640
OG0007341			Hsap__GeneID_26095	Mmus__GeneID_19256	Shae__MS3_00011141	Sjap__EWB00_003778	Sman__Smp_346180		Shae__MS3_00011141
OG0007344	Cele__WBGene00003402, Cele__WBGene00017277				Shae__MS3_00002992	Sjap__EWB00_006350	Sman__Smp_134260		Shae__MS3_00002992, Sjap__EWB00_006350, Sman__Smp_134260
OG0007364	Cele__WBGene00000098	Dmel__GeneID_41446			Shae__MS3_00005180	Sjap__EWB00_011156	Sman__Smp_162710		Shae__MS3_00005180, Sjap__EWB00_011156, Sman__Smp_162710
OG0008154	Cele__WBGene00003599				Shae__MS3_00006521	Sjap__EWB00_006779	Sman__Smp_009540		Shae__MS3_00006521, Sjap__EWB00_006779, Sman__Smp_009540
OG0008159		Dmel__GeneID_41995			Shae__MS3_00010929	Sjap__EWB00_008231	Sman__Smp_064040		Shae__MS3_00010929, Sjap__EWB00_008231, Sman__Smp_064040
OG0008169		Dmel__GeneID_44353			Shae__MS3_00007266	Sjap__EWB00_008189	Sman__Smp_027400		Shae__MS3_00007266, Sjap__EWB00_008189
OG0008174	Cele__WBGene00001746	Dmel__GeneID_318552			Shae__MS3_00009666		Sman__Smp_342160		Shae__MS3_00009666
OG0010632					Shae__MS3_00009095	Sjap__EWB00_002182	Sman__Smp_156870	Xlae__GeneID_108708143	Shae__MS3_00009095, Sjap__EWB00_002182, Sman__Smp_156870
OG0010704					Shae__MS3_00008246	Sjap__EWB00_009162	Sman__Smp_077860		Shae__MS3_00008246, Sjap__EWB00_009162, Sman__Smp_077860
OG0010705			Hsap__GeneID_345651	Mmus__GeneID_238880		Sjap__EWB00_004876			Sjap__EWB00_004876
OG0010706					Shae__MS3_00008660		Sman__Smp_183710, Sman__Smp_306600		Shae__MS3_00008660, Sman__Smp_183710, Sman__Smp_306600
OG0012380					Shae__MS3_00001402	Sjap__EWB00_002858	Sman__Smp_151670		Sman__Smp_151670
OG0012466					Shae__MS3_00001856	Sjap__EWB00_006209	Sman__Smp_170280		Shae__MS3_00001856, Sjap__EWB00_006209, Sman__Smp_170280
OG0012474					Shae__MS3_00001957	Sjap__EWB00_003952	Sman__Smp_332590		Shae__MS3_00001957, Sjap__EWB00_003952
OG0012648					Shae__MS3_00003161	Sjap__EWB00_005910	Sman__Smp_044530		Sman__Smp_044530
OG0012651					Shae__MS3_00003185	Sjap__EWB00_009456	Sman__Smp_073490		Shae__MS3_00003185, Sjap__EWB00_009456, Sman__Smp_073490
OG0012655					Shae__MS3_00003218	Sjap__EWB00_005112	Sman__Smp_073510		Shae__MS3_00003218, Sjap__EWB00_005112, Sman__Smp_073510
OG0012665					Shae__MS3_00003343	Sjap__EWB00_009095	Sman__Smp_342370		Shae__MS3_00003343, Sjap__EWB00_009095, Sman__Smp_342370
OG0012988					Shae__MS3_00005610	Sjap__EWB00_010450	Sman__Smp_197370		Shae__MS3_00005610, Sjap__EWB00_010450, Sman__Smp_197370
OG0013042					Shae__MS3_00006013	Sjap__EWB00_003639	Sman__Smp_245490		Shae__MS3_00006013, Sjap__EWB00_003639
OG0013203					Shae__MS3_00007112	Sjap__EWB00_002899	Sman__Smp_175590		Shae__MS3_00007112, Sjap__EWB00_002899, Sman__Smp_175590
OG0013354					Shae__MS3_00008247	Sjap__EWB00_009161	Sman__Smp_077850		Shae__MS3_00008247, Sjap__EWB00_009161, Sman__Smp_077850
OG0013459					Shae__MS3_00008988	Sjap__EWB00_009605	Sman__Smp_020760		Shae__MS3_00008988, Sjap__EWB00_009605
OG0013508					Shae__MS3_00009375	Sjap__EWB00_006747	Sman__Smp_070640		Shae__MS3_00009375, Sjap__EWB00_006747, Sman__Smp_070640
OG0013520					Shae__MS3_00009432	Sjap__EWB00_005528	Sman__Smp_175630		Shae__MS3_00009432, Sjap__EWB00_005528, Sman__Smp_175630
OG0013668					Shae__MS3_00010441	Sjap__EWB00_004122	Sman__Smp_020540		Shae__MS3_00010441, Sjap__EWB00_004122, Sman__Smp_020540
OG0013868					Shae__MS3_00008661	Sjap__EWB00_004878			Shae__MS3_00008661, Sjap__EWB00_004878
OG0015962						Sjap__EWB00_000751	Sman__Smp_140700		Sjap__EWB00_000751, Sman__Smp_140700
